Collection,Category,Material,Product Name,Product SKU(s),Seating Type,Height,Width,Depth,Length,Seat Height,Arm Height,Weight,Description,Product Image URL,Product URL
Concrete,Tables,Natural Series,"42"" x 62"" Balcony Table",374262BCT,,,,,,,,,"Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.",https://www.homecrest.com/data/products/3687/images/374262BCT.jpg,https://www.homecrest.com/Tables/concrete/42x62-inch-balcony-table-universal-base
Concrete,Tables,Natural Series,"42"" x 84"" Dining Table",374284FCT,,,,,,,,,"Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.",https://www.homecrest.com/data/products/3690/images/374284FCT.jpg,https://www.homecrest.com/Tables/concrete/42x84-inch-dining-table-universal-base
Concrete,Tables,Natural Series,"42"" x 84"" Balcony Table",374284BCT,,,,,,,,,"Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.",https://www.homecrest.com/data/products/3693/images/374284BCT.jpg,https://www.homecrest.com/Tables/concrete/42x84-inch-balcony-table-universal-base
Concrete,Tables,Natural Series,"48"" Dining Table",3748RFCT; 3748RFCTNU,,,,,,,,,"Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.",https://www.homecrest.com/data/products/3696/images/3748RFCT.jpg,https://www.homecrest.com/Tables/concrete/48-inch-dining-table-universal-base
Concrete,Tables,Natural Series,"48"" Balcony Table",3748RBCT; 3748RBCTNU,,,,,,,,,"Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.",https://www.homecrest.com/data/products/3697/images/3748RBCT.jpg,https://www.homecrest.com/Tables/concrete/48-inch-balcony-table-universal-base
Concrete,Tables,Natural Series,"54"" Chat Table",3754RCCTNU,,,,,,,,,"Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.",https://www.homecrest.com/data/products/3698/images/3754RCCTNU.jpg,https://www.homecrest.com/Tables/concrete/54-inch-chat-table-universal-base
Concrete,Tables,Natural Series,"54"" Dining Table",3754RFCT; 3754RFCTNU,,,,,,,,,"Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.",https://www.homecrest.com/data/products/3699/images/3754RFCT.jpg,https://www.homecrest.com/Tables/concrete/54-inch-dining-table-universal-base
Concrete,Tables,Natural Series,"54"" Balcony Table",3754RBCT; 3754RBCTNU,,,,,,,,,"Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.",https://www.homecrest.com/data/products/3700/images/3754RBCT.jpg,https://www.homecrest.com/Tables/concrete/54-inch-balcony-table-universal-base
Concrete,Tables,Natural Series,"24"" Table Top Only",C2424SCT,,,,,,,,0,"Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.",https://www.homecrest.com/data/products/3601/images/C2424SCT.jpg,https://www.homecrest.com/Table-Tops/concrete/24-inch-square-table-top-only-no-hole
Concrete,Tables,Natural Series,"26"" x 44"" Table Top Only",C2644XCT,,,,,,,,0,"Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.",https://www.homecrest.com/data/products/3702/images/C2644XCT.jpg,https://www.homecrest.com/Table-Tops/concrete/26x44-inch-rectangular-table-top-only
Concrete,Tables,Natural Series,"30"" Table Top Only",C0030RCTWH,,,,,,,,0,"Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.",https://www.homecrest.com/data/products/3703/images/C0030RCTWH.jpg,https://www.homecrest.com/Table-Tops/concrete/30-inch-round-table-top-only-with-hole
Concrete,Tables,Natural Series,"32"" x 52"" Rectangular Table Top Only",C3252XCT,,,,,,,,75.5,"Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.",https://www.homecrest.com/data/products/5390/images/C3252XCT.jpg,https://www.homecrest.com/Table-Tops/concrete/32-inch-x-52-inch-rectangle-top-only
Concrete,Tables,Natural Series,"36"" Table Top Only",C0036RCT,,,,,,,,0,"Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.",https://www.homecrest.com/data/products/3707/images/C0036RCT.jpg,https://www.homecrest.com/Table-Tops/concrete/36-inch-round-table-top-only-with-hole
Concrete,Tables,Natural Series,"36"" x 60"" Rectangular Table Top Only",C3660XCT,,,,,,,,116.5,"Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.",https://www.homecrest.com/data/products/5391/images/C3660XCT.jpg,https://www.homecrest.com/Table-Tops/concrete/36-inch-x-60-inch-rectangle-top-only
