id,sku,name,collection,short_description,description
3297,NC415PT-38,Universal Counter Height Pub Table,Universal,"The Universal 36” Square Counter Height Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this table.","The Universal 36” Square Counter Height Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this table.

<p>The Universal 36” Square Counter Height Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this table.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Includes tempered glass top</li>
  <li>Tempered glass is specifically manufactured to be stronger than conventional glass, making it well suited as a table surface.</li>
  <li>Table does not include an umbrella hole</li>
  <li>Comfortably seats 4 with the Universal Counter Height Swivel Stools</li>
</ul>"
3296,NC415PT-42,Universal Bar Height Pub Table,Universal,"The Universal 36” Square Bar Height Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this table.","The Universal 36” Square Bar Height Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this table.

<p>The Universal 36” Square Bar Height Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this table.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Includes tempered glass top</li>
  <li>Tempered glass is specifically manufactured to be stronger than conventional glass, making it well suited as a table surface.</li>
  <li>Table does not include an umbrella hole</li>
  <li>Comfortably seats 4 with the Universal Counter Height Swivel Stools</li>
</ul>"
3343,NC415R-CHT,Universal Rotating Chat Table,Universal,The Universal Rotating Chat Table with an inset tempered glass top rotates 360 degrees. Both top and base are outdoor wicker made from High-Density Polyethylene. This rotating chat table will compliment most any,"The Universal Rotating Chat Table with an inset tempered glass top rotates 360 degrees. Both top and base are outdoor wicker made from High-Density Polyethylene. This rotating chat table will compliment most any

<p>The Universal Rotating Chat Table with an inset tempered glass top rotates 360 degrees. Both top and base are outdoor wicker made from High-Density Polyethylene. This rotating chat table will compliment most any setting.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Includes tempered glass inset</li>
  <li>Tempered glass is specifically manufactured to be stronger than conventional glass, making it well suited as a table surface.</li>
  <li>Table tops rotates a full 360 degrees for easy access.</li>
</ul>"
3366,NC415SACL,Universal Chaise Lounge,Universal,"The Universal Single Adjustable Chaise Lounge is perfect for relaxing out on the patio, whether you just stepped out of the pool or just want to bask in the sun. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This lounge includes fade- and mildew-resistant Sunbrella® cushions.","The Universal Single Adjustable Chaise Lounge is perfect for relaxing out on the patio, whether you just stepped out of the pool or just want to bask in the sun. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This lounge includes fade- and mildew-resistant Sunbrella® cushions.

<p>The Universal Single Adjustable Chaise Lounge is perfect for relaxing out on the patio, whether you just stepped out of the pool or just want to bask in the sun. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This lounge includes fade- and mildew-resistant Sunbrella® cushions.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Full-sized design provides deep, comfortable seating. Compare dimensions to lesser brands to see the difference!</li>
</ul>"
3348,NC416BS-30,Universal Armless Bar Stool,Universal,"30” Armless Bar Stool creates a casual drinking and dining setting without sacrificing style. The UV-protected wicker sports a woven design, available in 8 colors to blend a contemporary, blending contemporary design with naturally varied","30” Armless Bar Stool creates a casual drinking and dining setting without sacrificing style. The UV-protected wicker sports a woven design, available in 8 colors to blend a contemporary, blending contemporary design with naturally varied

<p>30” Armless Bar Stool creates a casual drinking and dining setting without sacrificing style. The UV-protected wicker sports a woven design, available in 8 colors to blend a contemporary, blending contemporary design with naturally varied tones.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Seat Cushion is made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Includes 2 back ties to hold cushion in place on bar stool</li>
</ul>"
5504,NC65003S-TAN,Valencia Sofa,Valencia 6500,,
5506,NC6500C-TAN,Valencia Lounge Chair,Valencia 6500,,
5509,NC6500LL-TAN,Valencia Sectional Left Arm Loveseat,Valencia 6500,,
5505,NC6500LS-TAN,Valencia Loveseat,Valencia 6500,,
5510,NC6500RL-TAN,Valencia Sectional Right Arm Loveseat,Valencia 6500,,
5511,NC6500SCC-TAN,Valencia Sectional 90 Degree Corner,Valencia 6500,,
5508,NC6500SCM,Valencia Sectional Middle Armless,Valencia 6500,,
5507,NC6500SR-TAN,Valencia Swivel Rocker,Valencia 6500,,
